address_to_geocode,latitude,longitude,source,to_check,location_type,formatted_address,types
"FALLBROOK and VANOWEN, Los Angeles",34.1937233,-118.6233968,geocoding,NO,GEOMETRIC_CENTER,"Vanowen St & Fallbrook Ave, Los Angeles, CA 91307, USA",['intersection']
4000 EAGLE ROCK BL,34.1199095,-118.2285406,geocoding,NO,ROOFTOP,"4000 Eagle Rock Blvd, Los Angeles, CA 90065, USA",['street_address']
1200 S GAFFEY ST,33.7325242,-118.2921621,geocoding,NO,ROOFTOP,"1200 S Gaffey St, San Pedro, CA 90731, USA",['street_address']
"ARGYLE and SUNSET, Los Angeles",34.0980135,-118.3251777,geocoding,NO,GEOMETRIC_CENTER,"Argyle Ave & Sunset Blvd, Los Angeles, CA 90028, USA",intersection
4700 NATICK AV,34.1562535,-118.453812,geocoding,NO,ROOFTOP,"4700 Natick Ave, Sherman Oaks, CA 91403, USA",['premise']
"8TH and SOTO, Los Angeles",34.0280561,-118.2193901,geocoding,NO,GEOMETRIC_CENTER,"E 8th St & S Soto St, Los Angeles, CA 90023, USA",['intersection']
"TUJUNGA AV and CHANDLER BL, Los Angeles",34.1688591,-118.378993,geocoding,NO,GEOMETRIC_CENTER,"Chandler Blvd & Tujunga Ave, Los Angeles, CA 91601, USA",['intersection']
10600 SAN FERNANDO RD,34.2626242,-118.4184428,geocoding,NO,RANGE_INTERPOLATED,"10600 San Fernando Rd, Pacoima, CA 91331, USA",['street_address']
9000 SAN FERNANDO RD,34.2915858,-118.4500843,geocoding,NO,RANGE_INTERPOLATED,"9000 San Fernando Rd, Sylmar, CA 91342, USA",['street_address']
"CORINTH and IOWA, Los Angeles",34.0447651,-118.448402,geocoding,NO,GEOMETRIC_CENTER,"Corinth Ave & Iowa Ave, Los Angeles, CA 90025, USA",intersection
"MAGNOLIA and BAKMAN, Los Angeles",34.1649082,-118.3774144,geocoding,NO,GEOMETRIC_CENTER,"Magnolia Blvd & Bakman Ave, Los Angeles, CA 91601, USA",intersection
"GILMORE ST and VESPER AV, Los Angeles",34.1876602,-118.4509218,geocoding,NO,GEOMETRIC_CENTER,"Gilmore St & Vesper Ave, Los Angeles, CA 91411, USA",['intersection']
14500 VICTORY BL,0,0,geocoding,YES,0,0,0
9600 VENICE BL,34.0246214,-118.3959442,geocoding,NO,RANGE_INTERPOLATED,"9600 Venice Blvd., Culver City, CA 90232, USA",['street_address']
"SHERMAN WY and MASON, Los Angeles",34.2010068,-118.5797498,geocoding,NO,GEOMETRIC_CENTER,"Sherman Way & Mason Ave, Los Angeles, CA 91306, USA",intersection
"BARRY and WILSHIRE, Los Angeles",34.050105,-118.4600997,geocoding,NO,GEOMETRIC_CENTER,"Barry Ave & Wilshire Blvd, Los Angeles, CA 90025, USA",intersection
"CEDROS and VANOWEN, Los Angeles",34.1939355,-118.4531098,geocoding,NO,GEOMETRIC_CENTER,"Vanowen St & Cedros Ave, Los Angeles, CA 91405, USA",['intersection']
"3RD ST and OMAR, Los Angeles",34.0338798,-118.1606593,geocoding,NO,ROOFTOP,"4801 E 3rd St, Los Angeles, CA 90022, USA","establishment,point_of_interest"
5300 W SUNSET BL,34.0978733,-118.3058369,geocoding,NO,RANGE_INTERPOLATED,"5300 W Sunset Blvd, Los Angeles, CA 90027, USA",['street_address']
7200 OWENSMOUTH AV,34.2010309,-118.6015836,geocoding,NO,RANGE_INTERPOLATED,"7200 Owensmouth Ave, Canoga Park, CA 91303, USA",['street_address']
"62ND ST and GRAND AV, Los Angeles",33.9832882,-118.2799797,geocoding,NO,GEOMETRIC_CENTER,"W 62nd St & S Grand Ave, Los Angeles, CA 90003, USA",['intersection']
"WENTWORTH and STANWIN, Los Angeles",34.2323941,-118.4176682,geocoding,NO,GEOMETRIC_CENTER,"Wentworth St & Stanwin Ave, Los Angeles, CA 91331, USA",intersection
"COLUMBUS AV and PARTHENIA PL, Los Angeles",34.2288218,-118.4655295,geocoding,NO,GEOMETRIC_CENTER,"Columbus Ave & Parthenia Pl, Los Angeles, CA 91343, USA",['intersection']
3300 DREW ST,34.1198886,-118.242806,geocoding,NO,ROOFTOP,"3300 Drew St, Los Angeles, CA 90065, USA",['premise']
1300 E 21ST ST,36.1333568,-95.9754741,geocoding,NO,RANGE_INTERPOLATED,"1300 E 21st St, Tulsa, OK 74114, USA",['street_address']
"69TH ST and FIGUEROA, Los Angeles",33.9773653,-118.2826964,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 69th St, Los Angeles, CA 90003, USA",['intersection']
9100 VAN NUYS BL,34.2355714,-118.450053,geocoding,NO,ROOFTOP,"9100 Van Nuys Blvd, Panorama City, CA 91402, USA",['street_address']
1400 N LAS PALMAS AV,34.0961751,-118.3365889,geocoding,NO,RANGE_INTERPOLATED,"1400 N Las Palmas Ave, Los Angeles, CA 90028, USA",['street_address']
"SUNSET BL and HAVENHURST, Los Angeles",34.0979632,-118.3674703,geocoding,NO,GEOMETRIC_CENTER,"Sunset Blvd & Havenhurst Dr, Los Angeles, CA 90046, USA",['intersection']
4100 AVALON BL,34.0089105,-118.2648595,geocoding,NO,ROOFTOP,"4100 Avalon Blvd, Los Angeles, CA 90011, USA",['premise']
"HOOPER AV and 25TH ST, Los Angeles",34.017385,-118.2494545,geocoding,NO,GEOMETRIC_CENTER,"E 25th St & Hooper Ave., Los Angeles, CA 90011, USA",['intersection']
6600 7TH AV,39.7267202,-104.9113955,geocoding,NO,ROOFTOP,"6600 E 7th Ave, Denver, CO 80220, USA",premise
00 WASHINGTON BL,33.9789884,-118.4666533,geocoding,NO,RANGE_INTERPOLATED,"0 Washington Blvd, Venice, CA 90291, USA",['street_address']
"BONNIE BRAE and OLYMPIC, Los Angeles",34.0507293,-118.2776469,geocoding,NO,GEOMETRIC_CENTER,"W Olympic Blvd & S Bonnie Brae St, Los Angeles, CA 90006, USA",['intersection']
6200 S SAN PEDRO ST,33.9831394,-118.2693589,geocoding,NO,ROOFTOP,"6200 San Pedro St, Los Angeles, CA 90003, USA",['premise']
1300 N AVALON BL,33.7891505,-118.2628036,geocoding,NO,ROOFTOP,"1300 N Avalon Blvd, Wilmington, CA 90744, USA",['premise']
"68TH and FIGUEROA, Los Angeles",33.9781611,-118.2826976,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 68th St, Los Angeles, CA 90044, USA",['intersection']
14300 VAN NUYS BL,34.2494099,-118.4445756,geocoding,NO,ROOFTOP,"14300 Van Nuys Blvd, Arleta, CA 91331, USA",['premise']
5500 ROMAINE ST,34.0884828,-118.3113838,geocoding,NO,RANGE_INTERPOLATED,"5500 Romaine St, Los Angeles, CA 90038, USA",['street_address']
"BEACON and 10TH, Los Angeles",33.7351097,-118.2804745,geocoding,NO,GEOMETRIC_CENTER,"S Beacon St & W 10th St, Los Angeles, CA 90731, USA",intersection
"DE SOTO AV and VANOWEN ST, Los Angeles",34.1937925,-118.5884578,geocoding,NO,GEOMETRIC_CENTER,"Vanowen St & De Soto Ave, Los Angeles, CA 91303, USA",['intersection']
"30TH ST and SAN PEDRO, Los Angeles",33.7360619,-118.2922461,geocoding,YES,APPROXIMATE,"San Pedro, Los Angeles, CA, USA","neighborhood,political"
"SAWTELLE and PICO, Los Angeles",34.0352143,-118.4386864,geocoding,NO,GEOMETRIC_CENTER,"W Pico Blvd & Sawtelle Blvd, Los Angeles, CA 90064, USA",['intersection']
"GOWER and SUNSET, Los Angeles",34.0980313,-118.3223117,geocoding,NO,GEOMETRIC_CENTER,"Sunset Blvd & N Gower St, Los Angeles, CA 90028, USA",['intersection']
"WITMER and 7TH ST, Los Angeles",34.0523203,-118.2676518,geocoding,NO,GEOMETRIC_CENTER,"Witmer St & 7th St, Los Angeles, CA 90017, USA",['intersection']
"SUNSET and DETROIT, Los Angeles",34.0979784,-118.3452193,geocoding,NO,GEOMETRIC_CENTER,"Sunset Blvd & N Detroit St, Los Angeles, CA 90046, USA",['intersection']
7100 REMMET AV,34.1993,-118.60014,geocoding,NO,ROOFTOP,"7100 Remmet Ave, Canoga Park, CA 91303, USA",['street_address']
"WILSHIRE and BUNDY, Los Angeles",34.0441001,-118.4675084,geocoding,NO,GEOMETRIC_CENTER,"Wilshire Blvd & Bundy Dr, Los Angeles, CA 90049, USA",['intersection']
6400 LANKERSHIM BL,34.1870965,-118.3874871,geocoding,NO,ROOFTOP,"6400 Lankershim Blvd, North Hollywood, CA 91606, USA",['premise']
6400 SELMA AV,34.0997829,-118.3295364,geocoding,NO,RANGE_INTERPOLATED,"6400 Selma Ave, Los Angeles, CA 90028, USA",['street_address']
21900 VANOWEN ST,34.1917447,-118.6036873,geocoding,NO,ROOFTOP,"21900 Vanowen St, Canoga Park, CA 91303, USA",['subpremise']
1100 S KINGSLEY DR,34.0506209,-118.3027915,geocoding,NO,ROOFTOP,"1100 S Kingsley Dr, Los Angeles, CA 90006, USA",['street_address']
3300 W 1ST ST,28.8118623,-81.3078343,geocoding,NO,ROOFTOP,"3300 W 1st St, Sanford, FL 32771, USA",premise
"VENICE BL and OLIN, Los Angeles",34.0341638,-118.3799576,geocoding,NO,GEOMETRIC_CENTER,"Venice Blvd. & Olin St, Los Angeles, CA 90034, USA",['intersection']
"WINSTON and SAN PEDRO, Los Angeles",34.0449489,-118.2434728,geocoding,NO,GEOMETRIC_CENTER,"Winston St & San Pedro St, Los Angeles, CA 90013, USA",intersection
"AIRDROME ST and ROBERTSON, Los Angeles",34.0488244,-118.3855351,geocoding,NO,GEOMETRIC_CENTER,"S Robertson Blvd & Airdrome St, Los Angeles, CA 90035, USA",['intersection']
"DEVONSHIRE and BLACKHAWK, Los Angeles",34.2573277,-118.4706507,geocoding,NO,GEOMETRIC_CENTER,"Blackhawk St & Devonshire St, Los Angeles, CA 91345, USA",['intersection']
10600 BALBOA BL,34.2626899,-118.5017358,geocoding,NO,RANGE_INTERPOLATED,"10600 Balboa Blvd, Granada Hills, CA 91344, USA",['street_address']
"BEVERLYWOOD and CHARITON, Los Angeles",34.0359975,-118.3791649,geocoding,NO,GEOMETRIC_CENTER,"Chariton St & Beverlywood St, Los Angeles, CA 90034, USA",['intersection']
12000 FOOTHILL BL,34.2764966,-118.3982364,geocoding,NO,GEOMETRIC_CENTER,"12000 Foothill Blvd, Sylmar, CA 91342, USA",['premise']
"VESPER and BESSEMER, Los Angeles",34.057085,-118.4174481,geocoding,NO,ROOFTOP,"10250 Constellation Blvd #2600, Los Angeles, CA 90067, USA","['establishment', 'finance', 'point_of_interest']"
"PONTIUS and PICO, Los Angeles",34.0364881,-118.4361212,geocoding,NO,GEOMETRIC_CENTER,"W Pico Blvd & Pontius Ave, Los Angeles, CA 90064, USA",['intersection']
"SPEEDWAY and WASHINGTON BL, Los Angeles",33.9792251,-118.4665688,geocoding,NO,GEOMETRIC_CENTER,"Speedway & Washington Blvd, Los Angeles, CA 90291, USA",intersection
900 S FLOWER ST,34.0458205,-118.2614631,geocoding,NO,RANGE_INTERPOLATED,"900 Flower St, Los Angeles, CA 90015, USA",['street_address']
"BROCKTON AV and SANTA MONICA BL, Los Angeles",34.0414514,-118.4612871,geocoding,NO,GEOMETRIC_CENTER,"Brockton Ave & Santa Monica Blvd, Los Angeles, CA 90025, USA",['intersection']
"4TH and BOYLE ST, Los Angeles",34.0430576,-118.2196484,geocoding,NO,GEOMETRIC_CENTER,"S Boyle Ave & East 4th St, Los Angeles, CA 90033, USA",['intersection']
"CORONADO ST and 7TH ST, Los Angeles",34.0589887,-118.2824306,geocoding,NO,GEOMETRIC_CENTER,"S Coronado St & 7th St, Los Angeles, CA 90057, USA",['intersection']
7100 ALABAMA AV,40.6768768,-73.9000887,geocoding,NO,RANGE_INTERPOLATED,"7100 Alabama Ave, Brooklyn, NY 11207, USA",['street_address']
"SAN VICENTE BL and DARLINGTON AV, Los Angeles",34.0538211,-118.4635549,geocoding,NO,GEOMETRIC_CENTER,"San Vicente Blvd & Darlington Ave, Los Angeles, CA 90049, USA",['intersection']
500 E 68TH ST,40.7643056,-73.9556189,geocoding,NO,RANGE_INTERPOLATED,"500 E 68th St, New York, NY 10065, USA",['street_address']
"FIGUEROA and AVE 53, Los Angeles",34.0577981,-118.2524837,geocoding,NO,RANGE_INTERPOLATED,"53 S Figueroa St, Los Angeles, CA 90012, USA",['street_address']
"MAPLE and 5TH ST, Los Angeles",34.0454095,-118.246585,geocoding,NO,GEOMETRIC_CENTER,"Maple Ave & 5th St, Los Angeles, CA 90013, USA",intersection
"FIGUEROA and AVENUE 43, Los Angeles",33.8455367,-118.2838438,geocoding,NO,ROOFTOP,"43 S Figueroa St, Carson, CA 90745, USA",['premise']
"SUNSET and CHEROKEE, Los Angeles",34.0979907,-118.3353038,geocoding,NO,GEOMETRIC_CENTER,"Sunset Blvd & N Cherokee Ave, Los Angeles, CA 90028, USA",['intersection']
"AVALON and PACIFIC COAST HY, Los Angeles",33.7911582,-118.2633323,geocoding,NO,GEOMETRIC_CENTER,"N Avalon Blvd & W Pacific Coast Hwy, Los Angeles, CA 90744, USA",intersection
"ARCHWOOD ST and MASON AV, Los Angeles",34.1927737,-118.5797312,geocoding,NO,GEOMETRIC_CENTER,"Archwood St & Mason Ave, Los Angeles, CA 91306, USA",['intersection']
"VENICE and LA CIENEGA, Los Angeles",34.0351392,-118.3779393,geocoding,NO,GEOMETRIC_CENTER,"La Cienega Blvd & Venice Blvd., Los Angeles, CA 90034, USA",['intersection']
"SUNSET and WHITE KNOLL ST, Los Angeles",34.0668368,-118.2497735,geocoding,NO,GEOMETRIC_CENTER,"Sunset Blvd & White Knoll Dr, Los Angeles, CA 90012, USA",['intersection']
2800 E OLYMPIC BL,34.0229742,-118.2177115,geocoding,NO,ROOFTOP,"2800 E Olympic Blvd, Los Angeles, CA 90023, USA",['premise']
"GRANT ST and HENRY FORD, Los Angeles",33.78481,-118.2421371,geocoding,NO,GEOMETRIC_CENTER,"E Grant St & N Henry Ford Ave, Los Angeles, CA 90744, USA",intersection
"PALOS VERDES ST and 8TH ST, Los Angeles",33.7369305,-118.2813906,geocoding,NO,GEOMETRIC_CENTER,"W 8th St & S Palos Verdes St, Los Angeles, CA 90731, USA",['intersection']
"CHEVY CHASE and EDENHURST, Los Angeles",34.1334081,-118.2702108,geocoding,NO,GEOMETRIC_CENTER,"Chevy Chase Dr & Edenhurst Ave, Los Angeles, CA 90039, USA",['intersection']
14100 VENTURA BL,34.14933,-118.44009,geocoding,NO,ROOFTOP,"14100 Ventura Blvd, Sherman Oaks, CA 91423, USA",['street_address']
"ELMWOOD and WESTERN, Los Angeles",34.0783043,-118.3091779,geocoding,NO,GEOMETRIC_CENTER,"Elmwood Ave & Western Ave, Los Angeles, CA 90004, USA",intersection
"70TH ST and FIGUEROA, Los Angeles",33.9764646,-118.2826966,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 70th St, Los Angeles, CA 90003, USA",['intersection']
600 VENICE BL,33.9889528,-118.4618985,geocoding,NO,ROOFTOP,"600 Venice Blvd., Venice, CA 90291, USA",['premise']
"VENICE BL and HARGIS, Los Angeles",34.0337232,-118.3804302,geocoding,NO,GEOMETRIC_CENTER,"Venice Blvd. & Hargis St, Los Angeles, CA 90034, USA",['intersection']
"OCEAN FRONT WK and SUNSET AV, Los Angeles",33.9926003,-118.4786785,geocoding,NO,GEOMETRIC_CENTER,"Sunset Ave & Ocean Front Walk, Los Angeles, CA 90291, USA",['intersection']
500 N CITRUS AV,34.0903806,-117.8899071,geocoding,NO,ROOFTOP,"500 N Citrus Ave, Covina, CA 91723, USA",['premise']
"PICO BL and MILITARY AV, Los Angeles",34.038036,-118.4329053,geocoding,NO,GEOMETRIC_CENTER,"Military Ave & Pico Blvd, Los Angeles, CA 90064, USA",['intersection']
17300 PARTHENIA ST,34.2282049,-118.5111725,geocoding,NO,RANGE_INTERPOLATED,"17300 Parthenia St, Northridge, CA 91325, USA",['street_address']
"RUNNYMEDE ST and WINNETKA AV, Los Angeles",34.2059255,-118.5710288,geocoding,NO,GEOMETRIC_CENTER,"Winnetka Ave & Runnymede St, Los Angeles, CA 91306, USA",['intersection']
"COLORADO and TOWNSEND, Los Angeles",34.13939,-118.201679,geocoding,NO,GEOMETRIC_CENTER,"Colorado & Townsend Ave. (Eastbound), Los Angeles, CA 90041, USA","['bus_station', 'establishment', 'point_of_interest', 'transit_station']"
"SPEEDWAY and VENICE BL, Los Angeles",33.9839159,-118.4706341,geocoding,NO,GEOMETRIC_CENTER,"S Venice Blvd & Speedway, Los Angeles, CA 90291, USA",['intersection']
"OXNARD ST and SEPULVEDA BL, Los Angeles",34.1793903,-118.4661955,geocoding,NO,GEOMETRIC_CENTER,"Oxnard St & Sepulveda Blvd, Los Angeles, CA 91411, USA",['intersection']
"SEPULVEDA and VOSE, Los Angeles",34.1984625,-118.4662086,geocoding,NO,GEOMETRIC_CENTER,"Vose St & Sepulveda Blvd, Los Angeles, CA 91406, USA",['intersection']
11900 SANTA MONICA BL,34.0777229,-118.3947846,geocoding,NO,RANGE_INTERPOLATED,"11900 Santa Monica Blvd, Beverly Hills, CA 90210, USA",['street_address']
"MARMION WY and PASADENA, Los Angeles",34.0905883,-118.2111863,geocoding,NO,GEOMETRIC_CENTER,"Pasadena Ave & Marmion Way, Los Angeles, CA 90031, USA",['intersection']
"BEVERLY and UNION AV, Los Angeles",34.064651,-118.2658222,geocoding,NO,GEOMETRIC_CENTER,"Beverly Blvd & N Union Ave, Los Angeles, CA 90026, USA",['intersection']
15300 PARTHENIA ST,34.2280657,-118.4655812,geocoding,NO,ROOFTOP,"15300 Parthenia St, North Hills, CA 91343, USA",['subpremise']
400 WORLD WAY,33.9419233,-118.4069605,geocoding,NO,ROOFTOP,"Terminal 4, 400 World Way, Los Angeles, CA 90045, USA",['premise']
"41ST ST and WESTERN AV, Los Angeles",34.0099255,-118.3089374,geocoding,NO,GEOMETRIC_CENTER,"W 41st St & Western Ave, Los Angeles, CA 90062, USA",['intersection']
"VANOWEN ST and FALLBROOK AV, Los Angeles",34.1937233,-118.6233968,geocoding,NO,GEOMETRIC_CENTER,"Vanowen St & Fallbrook Ave, Los Angeles, CA 91307, USA",['intersection']
"VICTORY BL and SAINT CLAIR AV, Los Angeles",34.1867394,-118.399785,geocoding,NO,GEOMETRIC_CENTER,"Victory Blvd & St Clair Ave, Los Angeles, CA 91606, USA",['intersection']
"OSO and SHERMAN WY, Los Angeles",34.2011365,-118.5753839,geocoding,NO,GEOMETRIC_CENTER,"Oso Ave & Sherman Way, Los Angeles, CA 91306, USA",intersection
"COHASSET ST and MILWOOD AV, Los Angeles",34.2065015,-118.5943111,geocoding,NO,GEOMETRIC_CENTER,"Milwood Ave & Cohasset St, Los Angeles, CA 91303, USA",['intersection']
"9TH and SAN PEDRO, Los Angeles",34.0373169,-118.2503611,geocoding,NO,GEOMETRIC_CENTER,"E 9th St & San Pedro St, Los Angeles, CA 90015, USA",['intersection']
"SHERMAN WY and HAZELTINE, Los Angeles",34.201226,-118.440012,geocoding,NO,GEOMETRIC_CENTER,"Sherman Way & Hazeltine Ave, Los Angeles, CA 91405, USA",['intersection']
"WILSHIRE and PARK VIEW, Los Angeles",34.0596996,-118.2795048,geocoding,NO,GEOMETRIC_CENTER,"Wilshire Blvd & S Park View St, Los Angeles, CA 90057, USA",['intersection']
"TOBIAS and PARTHENIA, Los Angeles",34.2278023,-118.4516606,geocoding,NO,GEOMETRIC_CENTER,"Tobias Ave & Parthenia St, Los Angeles, CA 91402, USA",intersection
"CAPISTRANO and PHILIPRIMM, Los Angeles",34.1728343,-118.6166965,geocoding,NO,GEOMETRIC_CENTER,"Capistrano Ave & Philiprimm St, Los Angeles, CA 91367, USA",intersection
1800 GLENDALE BL,34.087944,-118.25931,geocoding,NO,ROOFTOP,"1800 Glendale Blvd, Los Angeles, CA 90026, USA",street_address
5800 TOPANGA CANYON BL,34.1762239,-118.6038696,geocoding,NO,GEOMETRIC_CENTER,"5800 Topanga Canyon Blvd, Woodland Hills, CA 91367, USA","['establishment', 'park', 'point_of_interest', 'premise']"
6300 VARIEL AV,34.1849602,-118.5917431,geocoding,NO,ROOFTOP,"6300 Variel Ave, Woodland Hills, CA 91367, USA",['premise']
"SEPULVEDA and BASSETT, Los Angeles",34.1957365,-118.4662079,geocoding,NO,GEOMETRIC_CENTER,"Bassett St & Sepulveda Blvd, Los Angeles, CA 91405, USA",['intersection']
"INDEPENDENCE and SHERMAN WY, Los Angeles",34.2009869,-118.5906342,geocoding,NO,GEOMETRIC_CENTER,"Independence Ave & Sherman Way, Los Angeles, CA 91303, USA",intersection
12900 W VENTURA BL,34.165232,-118.5272559,geocoding,NO,RANGE_INTERPOLATED,"12900 W Ventura Blvd, Tarzana, CA 91356, USA",['street_address']
100 THE GROVE DR,34.0732097,-118.3546519,geocoding,NO,GEOMETRIC_CENTER,"100 The Grove Dr, Los Angeles, CA 90036, USA",['premise']
"SAN FERNANDO MIS BL and ENCINO AV, Los Angeles",34.2420607,-118.5155928,geocoding,YES,GEOMETRIC_CENTER,"Encino Ave, Los Angeles, CA, USA",route
20900 SHERMAN WY,34.2006675,-118.588763,geocoding,NO,ROOFTOP,"20900 Sherman Way, Canoga Park, CA 91303, USA",['premise']
"6TH ST and LAKE, Los Angeles",34.0600748,-118.2760993,geocoding,NO,GEOMETRIC_CENTER,"6th St & S Lake St, Los Angeles, CA 90057, USA",intersection
"97TH ST and FIGUEROA, Los Angeles",33.9482619,-118.2826928,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 97th St, Los Angeles, CA 90044, USA",['intersection']
1300 S SEPULVEDA BL,34.0501932,-118.4462656,geocoding,NO,ROOFTOP,"1300 S Sepulveda Blvd, Los Angeles, CA 90025, USA",['street_address']
"TOWNE AV and 7TH ST, Los Angeles",34.0395687,-118.2451585,geocoding,NO,GEOMETRIC_CENTER,"Towne Ave & 7th St, Los Angeles, CA 90021, USA",['intersection']
"ALBA ST and SLAUSON LN, Los Angeles",33.9895436,-118.2392326,geocoding,NO,GEOMETRIC_CENTER,"Slauson Ave & Alba St, Los Angeles, CA 90058, USA",['intersection']
11000 BURBANK BL,34.1716148,-118.371122,geocoding,NO,ROOFTOP,"11000 Burbank Blvd, North Hollywood, CA 91601, USA",['premise']
"84TH ST and FIGUEROA ST, Los Angeles",33.96216,-118.2827258,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 84th St, Los Angeles, CA 90044, USA",['intersection']
22300 RUNNYMEDE ST,34.2054372,-118.4024837,geocoding,NO,RANGE_INTERPOLATED,"22300 Runnymede St, North Hollywood, CA 91605, USA",['street_address']
"SANTA MONICA BL and COTNER, Los Angeles",34.0471973,-118.446129,geocoding,NO,GEOMETRIC_CENTER,"Cotner Ave & Santa Monica Blvd, Los Angeles, CA 90025, USA",['intersection']
"VENICE and BURLINGTON, Los Angeles",34.0423802,-118.2809915,geocoding,NO,GEOMETRIC_CENTER,"Venice Blvd. & S Burlington Ave, Los Angeles, CA 90006, USA",['intersection']
1500 S BUNDY DR,34.0403833,-118.4631543,geocoding,NO,RANGE_INTERPOLATED,"1500 S Bundy Dr, Los Angeles, CA 90025, USA",['street_address']
"1ST and CHICAGO, Los Angeles",34.0444134,-118.2125263,geocoding,NO,GEOMETRIC_CENTER,"1st St & N Chicago St, Los Angeles, CA 90033, USA",intersection
1800 W 6TH ST,34.0579235,-118.2717224,geocoding,NO,ROOFTOP,"1800 W 6th St, Los Angeles, CA 90057, USA",premise
6200 WOODMAN AV,34.1830542,-118.4312624,geocoding,NO,RANGE_INTERPOLATED,"6200 Woodman Ave, Van Nuys, CA 91401, USA",['street_address']
"103RD ST and COMPTON AV, Los Angeles",33.9432982,-118.2462644,geocoding,NO,GEOMETRIC_CENTER,"Compton Ave & E 103rd St, Los Angeles, CA 90002, USA",['intersection']
22800 DEL VALLE ST,34.1650065,-118.6233093,geocoding,NO,RANGE_INTERPOLATED,"22800 Del Valle St, Woodland Hills, CA 91364, USA",['street_address']
"8TH ST and BURLINGTON, Los Angeles",34.0533849,-118.2745096,geocoding,NO,GEOMETRIC_CENTER,"W 8th St & S Burlington Ave, Los Angeles, CA 90057, USA",['intersection']
"WYANDOTTE and SEPULVEDA, Los Angeles",34.2030088,-118.466213,geocoding,NO,GEOMETRIC_CENTER,"Wyandotte St & Sepulveda Blvd, Los Angeles, CA 91405, USA",['intersection']
"COHASSET ST and ZOMBAR AV, Los Angeles",34.2066444,-118.4672973,geocoding,NO,GEOMETRIC_CENTER,"Zombar Ave & Cohasset St, Los Angeles, CA 91406, USA",['intersection']
6300 N SEPULVEDA BL,33.9017427,-118.3955363,geocoding,NO,RANGE_INTERPOLATED,"6300 N Sepulveda Blvd, Manhattan Beach, CA 90266, USA",['street_address']
