arrest_type_code,charge,charge_description,charge_group_code,count,HRW_charge,perc_change_group
M,166(A)(9)PC,CONTEMPT OF COURT - GANG ACT INJUNCTION,NA,19,Miscellaneous other violations,Other charge
M,25260(A)BP,NA,NA,19,Miscellaneous other violations,Other charge
M,314(1)PC,NA,NA,19,Miscellaneous other violations,Other charge
F,148.1(A)PC,FALSE REPORT OF BOMB TO PUBLIC AGENCY/BUS,Miscellaneous Other Violations,18,Miscellaneous other violations,Other charge
M,23300B&P,NA,NA,18,Miscellaneous other violations,Other charge
D,300(B)WIC,NA,NA,18,Miscellaneous other violations,Other charge
M,594.1(E)(1),NA,NA,18,Miscellaneous other violations,Other charge
M,31VC,GIVE FALSE INFO TO PEACE OFFICER,Miscellaneous Other Violations,17,Miscellaneous other violations,Other charge
M,350A1PC,NA,NA,17,Miscellaneous other violations,Other charge
M,8.77LAAC,NA,NA,17,Miscellaneous other violations,Other charge
F,520PC,EXTORTION,Miscellaneous Other Violations,16,Miscellaneous other violations,Other charge
F,A455PC,ATTEMPT AID IN ATTEMPT TO BURN STRUCTURE,Miscellaneous Other Violations,16,Miscellaneous other violations,Other charge
M,148.3(A)PC,FALSE REPORT OF EMERGENCY,Miscellaneous Other Violations,15,Miscellaneous other violations,Other charge
M,32PC,ACCESSORY AFTR FACT-KNOW FEL CRIME/PERSON,Miscellaneous Other Violations,15,Miscellaneous other violations,Other charge
M,647PC,NA,NA,15,Miscellaneous other violations,Other charge
M,SCMC,SANTA CLARITA MUNICIPAL CODE,NA,15,Miscellaneous other violations,Other charge
D,300(A)WI,NA,NA,14,Miscellaneous other violations,Other charge
D,300WI,NA,NA,14,Miscellaneous other violations,Other charge
D,300WIC,NA,NA,14,Miscellaneous other violations,Other charge
M,602WIC,NA,NA,14,Miscellaneous other violations,Other charge
M,878,NA,NA,13,Miscellaneous other violations,Other charge
M,22980.2(A)B,NA,NA,13,Miscellaneous other violations,Other charge
O,300(B)WI,NA,NA,13,Miscellaneous other violations,Other charge
M,369PC,NA,NA,13,Miscellaneous other violations,Other charge
M,484APC,NA,NA,13,Miscellaneous other violations,Other charge
M,594.1(E)1PC,MINOR POSSESSING SPRAY PAINT,NA,13,Miscellaneous other violations,Other charge
M,647EPC,NA,NA,13,Miscellaneous other violations,Other charge
M,7583.3ABP,NA,NA,13,Miscellaneous other violations,Other charge
M,148.4(A)1PC,TAMPR/MOLEST FIRE PROTECT EQUIP/ALARM/ETC,Miscellaneous Other Violations,12,Miscellaneous other violations,Other charge
M,418PC,FORCIBLE ENTRY AND DETAINER,Miscellaneous Other Violations,12,Miscellaneous other violations,Other charge
M,45.03(A)LAM,NA,NA,12,Miscellaneous other violations,Other charge
F,452(B)PC,RECKLESS CAUSE FIRE:INHABIT STRUCTUR/PROP,Miscellaneous Other Violations,12,Miscellaneous other violations,Other charge
M,597.7(A)PC,ANIMAL ENDANGERMENT W/INJURY,NA,12,Miscellaneous other violations,Other charge
D,601WIRUN,"JUVENILE RUNAWAY, MISSING",Pre-Delinquency,12,Miscellaneous other violations,Other charge
M,647(H)PCLPP,DISORD CONDUCT:LOITER/ETC PRIV PROPERTY,NA,12,Miscellaneous other violations,Other charge
M,647B(1)PC,NA,NA,12,Miscellaneous other violations,Other charge
M,1150(A)HS,NA,NA,11,Miscellaneous other violations,Other charge
M,11532 HS,NA,NA,11,Miscellaneous other violations,Other charge
O,1203.3PC,PROBATION REVOCATION/MODIFICATION/ETC,Miscellaneous Other Violations,11,Miscellaneous other violations,Other charge
M,1871.4A2IC,PRESENT FALSE/FRAUD WRITTEN/ORAL STATEMT,Miscellaneous Other Violations,11,Miscellaneous other violations,Other charge
M,25260BP,NA,NA,11,Miscellaneous other violations,Other charge
M,653.23(A)(1,NA,NA,11,Miscellaneous other violations,Other charge
M,7583.3BP,NA,NA,11,Miscellaneous other violations,Other charge
O,777WI,JUVENILE VIOLATION OF PROBATION,Miscellaneous Other Violations,11,Miscellaneous other violations,Other charge
M,1150HS,NA,NA,10,Miscellaneous other violations,Other charge
F,148.1(C)PC,FALSE REPORT OF BOMB TO ANY PERSON,Miscellaneous Other Violations,10,Miscellaneous other violations,Other charge
M,182(A)(2)PC,CONSPIRACY TO FALSELY CHARGE/ARREST,Miscellaneous Other Violations,10,Miscellaneous other violations,Other charge
F,182(A)PC,CONSPIRACY,Miscellaneous Other Violations,10,Miscellaneous other violations,Other charge
M,22980.2ABP,NA,NA,10,Miscellaneous other violations,Other charge
M,303(A)PC,NA,NA,10,Miscellaneous other violations,Other charge
M,350(A)1PC,NA,NA,10,Miscellaneous other violations,Other charge
M,350PC,NA,NA,10,Miscellaneous other violations,Other charge
M,369(A)PC,NA,NA,10,Miscellaneous other violations,Other charge
M,452(D)PC,RECKLESSLY CAUSE FIRE OF PROPERTY,Miscellaneous Other Violations,10,Miscellaneous other violations,Other charge
M,594.1(D)PC,UNLAWFUL POSSESSION SPRAY PAINT,NA,10,Miscellaneous other violations,Other charge
M,640B3PC,NA,NA,10,Miscellaneous other violations,Other charge
M,640C1PC,NA,NA,10,Miscellaneous other violations,Other charge
M,LBMC,LONG BEACH MUNICIPAL CODE,NA,10,Miscellaneous other violations,Other charge
M,11375HS,NA,NA,9,Miscellaneous other violations,Other charge
M,11532 H&S,NA,NA,9,Miscellaneous other violations,Other charge
O,21 841A1US,NA,NA,9,Miscellaneous other violations,Other charge
I,23112(A)VC,LITTERBUG/DEPOSIT TRASH ON HIGHWAY,Miscellaneous Other Violations,9,Miscellaneous other violations,Other charge
M,26520(A)BP,NA,NA,9,Miscellaneous other violations,Other charge
M,308PC,NA,NA,9,Miscellaneous other violations,Other charge
O,339WI,WARRANT ARREST PARENT/GUARDIAN,NA,9,Miscellaneous other violations,Other charge
O,340WI,WARRANT ARREST/MINOR,Miscellaneous Other Violations,9,Miscellaneous other violations,Other charge
M,368(C)PC,THEFT FROM ELDER/DEPENDENT ADULT $400,NA,9,Miscellaneous other violations,Other charge
M,594.1(E)PC,MINOR POSSESSING SPRAY PAINT,Miscellaneous Other Violations,9,Miscellaneous other violations,Other charge
M,594.2(A)PC,POSS OF TOOLS W/INT COMMIT VANDAL/GRAFF,Miscellaneous Other Violations,9,Miscellaneous other violations,Other charge
F,597(A)PC,TORTURE/KILL LIVING ANIMAL,Miscellaneous Other Violations,9,Miscellaneous other violations,Other charge
I,640B3PC,NA,NA,9,Miscellaneous other violations,Other charge
M,65322(A)PC,NA,NA,9,Miscellaneous other violations,Other charge
M,653W(A)PC,FAIL DISCLOSE ORIGIN OF RECORDG/1000+ART,NA,9,Miscellaneous other violations,Other charge
M,7583.3(A)B&,NA,NA,9,Miscellaneous other violations,Other charge
I,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,Miscellaneous Other Violations,9,Miscellaneous other violations,Other charge
M,43132,NA,NA,8,Miscellaneous other violations,Other charge
M,65322,NA,NA,8,Miscellaneous other violations,Other charge
M,23247(A)VC,RENT VEH:PER W/IGNITN INTERLOCK DEV RESTR,Miscellaneous Other Violations,8,Miscellaneous other violations,Other charge
M,23247(E)VC,DRIVE W/O INTERLOCK DEV,Miscellaneous Other Violations,8,Miscellaneous other violations,Other charge
M,23300ABP,NA,NA,8,Miscellaneous other violations,Other charge
M,236PC,FALSE IMPRISONMENT,Miscellaneous Other Violations,8,Miscellaneous other violations,Other charge
I,25260(A)BP,NA,NA,8,Miscellaneous other violations,Other charge
M,308(A)(1),NA,NA,8,Miscellaneous other violations,Other charge
M,369(1)(A)PC,NA,NA,8,Miscellaneous other violations,Other charge
M,484 PC,NA,NA,8,Miscellaneous other violations,Other charge
M,565PC,UNAUTH POSS/USE DAIRY EQUIP VALUED < $400,NA,8,Miscellaneous other violations,Other charge
M,597BPC,PERMIT/ETC ANIMAL/BIRD FIGHT,Miscellaneous Other Violations,8,Miscellaneous other violations,Other charge
F,602WIC,NA,NA,8,Miscellaneous other violations,Other charge
M,653(W)(A)PC,NA,NA,8,Miscellaneous other violations,Other charge
M,978.5PC,BENCH WARR/FAIL TO APPEAR ON MISD CHARGE,Miscellaneous Other Violations,8,Miscellaneous other violations,Other charge
M,LOMC,LOMITA MUNICIPAL CODE,NA,8,Miscellaneous other violations,Other charge
M,4127,NA,NA,7,Miscellaneous other violations,Other charge
I,6344,NA,NA,7,Miscellaneous other violations,Other charge
M,12677HS,POSSESS DANGEROUS FIREWORKS W/O PERMIT,Miscellaneous Other Violations,7,Miscellaneous other violations,Other charge
F,1331PC,DISOBEY SUBPOENA/REFUSE TO TESTIFY,Miscellaneous Other Violations,7,Miscellaneous other violations,Other charge
F,18 13441US,NA,NA,7,Miscellaneous other violations,Other charge
M,22980.2BP,NA,NA,7,Miscellaneous other violations,Other charge
F,236.1(C)PC,HUMAN TRAFFICKING - VICTIM UNDER 18 YRS,Miscellaneous Other Violations,7,Miscellaneous other violations,Other charge
M,308.2PC,NA,NA,7,Miscellaneous other violations,Other charge
M,498(B)(5)PC,USE/REC BENEFIT FROM UTILITY FRAUD/THEFT,NA,7,Miscellaneous other violations,Other charge
M,498(B)1PC,NA,NA,7,Miscellaneous other violations,Other charge
M,597.7PC,NA,NA,7,Miscellaneous other violations,Other charge
I,80421,NA,NA,6,Miscellaneous other violations,Other charge
M,12676 H&S,NA,NA,6,Miscellaneous other violations,Other charge
M,1377(A)HS,NA,NA,6,Miscellaneous other violations,Other charge
F,182(A)(5)PC,CONSP:COMMIT ACT INJ PUB/OBSTRUCT JUSTICE,Miscellaneous Other Violations,6,Miscellaneous other violations,Other charge
F,186.22(D)PC,PROMOTE CRIMINAL STREET GANG,Miscellaneous Other Violations,6,Miscellaneous other violations,Other charge
I,21955VC,JAYWALKING,NA,6,Miscellaneous other violations,Other charge
I,22620(A)BP,NA,NA,6,Miscellaneous other violations,Other charge
M,2298.2ABP,NA,NA,6,Miscellaneous other violations,Other charge
M,23300(B)B&P,NA,NA,6,Miscellaneous other violations,Other charge
M,242(A)PC,NA,NA,6,Miscellaneous other violations,Other charge
M,337(A)PC,NA,NA,6,Miscellaneous other violations,Other charge
M,369(I)(A),NA,NA,6,Miscellaneous other violations,Other charge
F,485PC,APPROPRIATE LOST PROPERTY,NA,6,Miscellaneous other violations,Other charge
M,490.1APC,NA,NA,6,Miscellaneous other violations,Other charge
F,502(C)(2)PC,ACCESS COMPUTER AND MAKE COPIES,Miscellaneous Other Violations,6,Miscellaneous other violations,Other charge
M,537(A)PC,NA,NA,6,Miscellaneous other violations,Other charge
D,601WI,BEYOND PARENTAL CONTROL,Pre-Delinquency,6,Miscellaneous other violations,Other charge
M,647 (B)(2)P,NA,NA,6,Miscellaneous other violations,Other charge
I,647(H)PC,NA,NA,6,Miscellaneous other violations,Other charge
M,647B1PC,NA,NA,6,Miscellaneous other violations,Other charge
M,647B2PC,NA,NA,6,Miscellaneous other violations,Other charge
M,7583.3(B)BP,FAIL CARRY SEC GUARD FIREARM PERMIT,Miscellaneous Other Violations,6,Miscellaneous other violations,Other charge
M,8.78 LAMC,NA,NA,6,Miscellaneous other violations,Other charge
M,9884.8BP,AUTOMOTIVE REPAIR INVOICE FRAUD,NA,6,Miscellaneous other violations,Other charge
F,USC,UNITED STATES CODES,Federal Offenses,6,Miscellaneous other violations,Other charge
M,171.5,NA,NA,5,Miscellaneous other violations,Other charge
I,4119,NA,NA,5,Miscellaneous other violations,Other charge
I,43122,NA,NA,5,Miscellaneous other violations,Other charge
F,11760(A)IC,OBT WORKER COMPENSATION INS AT LOWER RATE,Miscellaneous Other Violations,5,Miscellaneous other violations,Other charge
M,1331.5PC,WITNESS FAILING TO APPEAR,Miscellaneous Other Violations,5,Miscellaneous other violations,Other charge
M,1331PC,DISOBEY SUBPOENA/REFUSE TO TESTIFY,Miscellaneous Other Violations,5,Miscellaneous other violations,Other charge
F,136.1(C)PC,PRVNT/DISSUADE WIT/VICT BY FORCE,Other Assaults,5,Miscellaneous other violations,Other charge
F,18 922(A)US,ILL IMPORT/ETC F/ARM AMMO,Federal Offenses,5,Miscellaneous other violations,Other charge
M,18611ELC,CIRCULATE INITIATIVE/PETITION/FALSE NAMES,Miscellaneous Other Violations,5,Miscellaneous other violations,Other charge
F,21 331(A)US,VIO FOOD/DRUG ETC ACT,Federal Offenses,5,Miscellaneous other violations,Other charge
I,22507.8AVC,PARK IN SPACE FOR DISABLE,Miscellaneous Other Violations,5,Miscellaneous other violations,Other charge
I,22650(A)BP,NA,NA,5,Miscellaneous other violations,Other charge
M,22650(A)BP,NA,NA,5,Miscellaneous other violations,Other charge
M,23300(A)BP,NA,NA,5,Miscellaneous other violations,Other charge
I,25220BP,NA,NA,5,Miscellaneous other violations,Other charge
M,26250(A)BP,NA,NA,5,Miscellaneous other violations,Other charge
F,300(A)WIC,NA,NA,5,Miscellaneous other violations,Other charge
F,300(B)WIC,NA,NA,5,Miscellaneous other violations,Other charge
I,308.2(A)PC,SELL IMPROPERLY PACKAGED CIGARETTES,Miscellaneous Other Violations,5,Miscellaneous other violations,Other charge
M,308A1,NA,NA,5,Miscellaneous other violations,Other charge
M,314PC,NA,NA,5,Miscellaneous other violations,Other charge
M,330(B)PC,NA,NA,5,Miscellaneous other violations,Other charge
M,3691A,NA,NA,5,Miscellaneous other violations,Other charge
I,4000(A)(1)V,NA,NA,5,Miscellaneous other violations,Other charge
M,41(A)LAMC,NA,NA,5,Miscellaneous other violations,Other charge
M,463PC,NA,NA,5,Miscellaneous other violations,Other charge
M,466.6(A)PC,DUP VEH MASTER KEY W/O MAINT ID OF BUYER,Miscellaneous Other Violations,5,Miscellaneous other violations,Other charge
M,488(A)PC,NA,NA,5,Miscellaneous other violations,Other charge
M,591PC,REMOV/INJ PHON/TELEGRPH/CABLE TV POWR LIN,Miscellaneous Other Violations,5,Miscellaneous other violations,Other charge
M,594.1(A)PC,SELL/FURNISH SPRAY PAINT TO MINOR,Miscellaneous Other Violations,5,Miscellaneous other violations,Other charge
M,594.1E1PC,NA,NA,5,Miscellaneous other violations,Other charge
F,602WIC211PC,NA,NA,5,Miscellaneous other violations,Other charge
F,602WIC261PC,NA,NA,5,Miscellaneous other violations,Other charge
I,640C1PC,NA,NA,5,Miscellaneous other violations,Other charge
M,647.(B)PC,NA,NA,5,Miscellaneous other violations,Other charge
M,647B1,NA,NA,5,Miscellaneous other violations,Other charge
M,647BIPC,NA,NA,5,Miscellaneous other violations,Other charge
M,647ELAMC,NA,NA,5,Miscellaneous other violations,Other charge
M,7582BP,ENGAGE IN BUSINESS WITHOUT A LICENSE,Miscellaneous Other Violations,5,Miscellaneous other violations,Other charge
I,7583.3(A)BP,NA,Miscellaneous Other Violations,5,Miscellaneous other violations,Other charge
F,8103(F)1WI,WEAPONS RESTRICTN VIOL:MENTL DISORD PERS,NA,5,Miscellaneous other violations,Other charge
M,836.6(A)PC,ESCAPE/ATTEMPT ESCAPE FROM CUSTODY,Miscellaneous Other Violations,5,Miscellaneous other violations,Other charge
F,978.5PC,BENCH WARR/FAIL TO APPEAR ON FEL CHARGE,Miscellaneous Other Violations,5,Miscellaneous other violations,Other charge
M,CAMC,CARSON MUNICIPAL CODE,NA,5,Miscellaneous other violations,Other charge
M,PSMC,PASADENA MUNICIPAL CODE,NA,5,Miscellaneous other violations,Other charge
M,WARRANT,NA,NA,5,Miscellaneous other violations,Other charge
M,47.15,NA,NA,4,Miscellaneous other violations,Other charge
M,11358,NA,NA,4,Miscellaneous other violations,Other charge
O,11532 HS,NA,NA,4,Miscellaneous other violations,Other charge
M,12556PC,NA,NA,4,Miscellaneous other violations,Other charge
M,12700(B)(3),NA,NA,4,Miscellaneous other violations,Other charge
F,136.1(A)1PC,PREVENT/DISSUADE WITNESS/VICTIM FROM TEST,Miscellaneous Other Violations,4,Miscellaneous other violations,Other charge
F,136.1(B)1PC,PREVENT/DISSUADE WITNESS/VICTIM FROM REPO,Miscellaneous Other Violations,4,Miscellaneous other violations,Other charge
M,148.3PC,FALSE REPORT OF EMERGENCY,NA,4,Miscellaneous other violations,Other charge
M,171.5 PC,NA,NA,4,Miscellaneous other violations,Other charge
F,18 1028A5US,NA,NA,4,Miscellaneous other violations,Other charge
F,1871.4A2IC,PRESENT FALSE/FRAUD WRITTEN/ORAL STATEMT,Miscellaneous Other Violations,4,Miscellaneous other violations,Other charge
M,1871.4A4IC,FALSE/FRAUD STATEMT TO DISCOURAGE CLAIM,Miscellaneous Other Violations,4,Miscellaneous other violations,Other charge
M,20001(B)1VC,NA,NA,4,Miscellaneous other violations,Other charge
F,2053BP,PRACT/AD/ETC MEDICIN W/O CERT W/GBI/DEATH,Miscellaneous Other Violations,4,Miscellaneous other violations,Other charge
M,22210 PC,NA,NA,4,Miscellaneous other violations,Other charge
M,23300 BP,NA,NA,4,Miscellaneous other violations,Other charge
F,236.1(A)PC,HUMAN TRAFFICKING,Miscellaneous Other Violations,4,Miscellaneous other violations,Other charge
I,25260(A)B&P,NA,NA,4,Miscellaneous other violations,Other charge
M,26520(A)B&P,NA,NA,4,Miscellaneous other violations,Other charge
M,272(A)(1)PC,CONTRIBUTING TO DELINQUENCY OF MINOR,Miscellaneous Other Violations,4,Miscellaneous other violations,Other charge
D,300(A),NA,NA,4,Miscellaneous other violations,Other charge
O,300(B)(1)WI,NA,NA,4,Miscellaneous other violations,Other charge
M,308 A PC,NA,NA,4,Miscellaneous other violations,Other charge
M,308.2(A)PC,NA,NA,4,Miscellaneous other violations,Other charge
M,308APC,NA,NA,4,Miscellaneous other violations,Other charge
F,311.2(A)PC,INT/OFFER DISTR/EXHIBIT OBSCENE MATR W/PR,NA,4,Miscellaneous other violations,Other charge
M,369(1)PC,NA,NA,4,Miscellaneous other violations,Other charge
M,369(I),NA,NA,4,Miscellaneous other violations,Other charge
M,369(I)(B)PC,NA,NA,4,Miscellaneous other violations,Other charge
M,369I(A),NA,NA,4,Miscellaneous other violations,Other charge
I,4000(A)1VC,NA,NA,4,Miscellaneous other violations,Other charge
I,41.8(D)LAMC,NA,NA,4,Miscellaneous other violations,Other charge
F,422.7PC,INTIMIDATE/INTERFERE BECAUSE RACE/COLOR,Miscellaneous Other Violations,4,Miscellaneous other violations,Other charge
F,4532(A)1PC,ESCAPE JAIL/ETC WHILE CHARGED WITH MISD,Miscellaneous Other Violations,4,Miscellaneous other violations,Other charge
F,4532(B)1PC,ESCAPE JAIL/ETC WHILE CHARGED WITH FELONY,Miscellaneous Other Violations,4,Miscellaneous other violations,Other charge
M,54.11PUC,NA,NA,4,Miscellaneous other violations,Other charge
M,5411PC,NA,NA,4,Miscellaneous other violations,Other charge
M,587(C)PC,NA,NA,4,Miscellaneous other violations,Other charge
M,594.1(B)PC,MINOR PURCHASE SPRAY PAINT,Miscellaneous Other Violations,4,Miscellaneous other violations,Other charge
F,597(B)PC,USE WORK ANIMAL W/CRUELTY/ABUSE,Miscellaneous Other Violations,4,Miscellaneous other violations,Other charge
D,601WIBPC,BEYOND PARENTAL CONTROL,Pre-Delinquency,4,Miscellaneous other violations,Other charge
D,601WICURTSY,JUVENILE RUNAWAY COURTESY FOR OTHER AGY,Pre-Delinquency,4,Miscellaneous other violations,Other charge
D,602WI,JUVENILE OFFENDER (ENABLING),Pre-Delinquency,4,Miscellaneous other violations,Other charge
F,646.9(C)PC,STALKING W/PRIOR,Miscellaneous Other Violations,4,Miscellaneous other violations,Other charge
M,647 (B)PC,NA,NA,4,Miscellaneous other violations,Other charge
M,647 (E) PC,NA,NA,4,Miscellaneous other violations,Other charge
M,653.23(A),NA,NA,4,Miscellaneous other violations,Other charge
M,653.23(A)1P,NA,NA,4,Miscellaneous other violations,Other charge
M,653(A)PC,NA,NA,4,Miscellaneous other violations,Other charge
M,65322APC,NA,NA,4,Miscellaneous other violations,Other charge
F,653W(A)1PC,FAIL DISCLOSE ORIGIN OF RECORDING,NA,4,Miscellaneous other violations,Other charge
M,653WAPC,NA,NA,4,Miscellaneous other violations,Other charge
M,653X(A)PC,ANNOYING/ETC CALLS TO 911,Miscellaneous Other Violations,4,Miscellaneous other violations,Other charge
F,67PC,BRIBERY OF AN EXECUTIVE OFFICER,Miscellaneous Other Violations,4,Miscellaneous other violations,Other charge
M,75.82(A)BP,NA,NA,4,Miscellaneous other violations,Other charge
M,7544.6BP,NA,NA,4,Miscellaneous other violations,Other charge
I,7582.26(H)B,NA,NA,4,Miscellaneous other violations,Other charge
M,7583.37(C)B,NA,NA,4,Miscellaneous other violations,Other charge
O,777(A)WI,JUVENILE VIOLATION OF PROBATION,Miscellaneous Other Violations,4,Miscellaneous other violations,Other charge
M,9884.6BP,OPERATE AUTOMOTIVE REPAIR W/O LICENSE,NA,4,Miscellaneous other violations,Other charge
F,A451(D)PC,ATTEMPT ARSON OF PROPERTY,Miscellaneous Other Violations,4,Miscellaneous other violations,Other charge
M,BHMC,BEVERLY HILLS MUNICIPAL CODE,NA,4,Miscellaneous other violations,Other charge
F,C187(A)PC,CONSIRACY TO COMMIT MURDER,Miscellaneous Other Violations,4,Miscellaneous other violations,Other charge
M,COOR,LOS ANGELES COUNTY ORDINANCE,Miscellaneous Other Violations,4,Miscellaneous other violations,Other charge
M,116.01,NA,NA,3,Miscellaneous other violations,Other charge
I,555,NA,NA,3,Miscellaneous other violations,Other charge
M,555,NA,NA,3,Miscellaneous other violations,Other charge
M,4124,NA,NA,3,Miscellaneous other violations,Other charge
M,4595,NA,NA,3,Miscellaneous other violations,Other charge
M,11357,NA,NA,3,Miscellaneous other violations,Other charge
I,11362.3,NA,NA,3,Miscellaneous other violations,Other charge
M,11375,NA,NA,3,Miscellaneous other violations,Other charge
M,23300,NA,NA,3,Miscellaneous other violations,Other charge
M,111359(B)HS,NA,NA,3,Miscellaneous other violations,Other charge
M,111440HS,NA,NA,3,Miscellaneous other violations,Other charge
M,11375.5HS,NA,NA,3,Miscellaneous other violations,Other charge
M,11632.3(A)(,NA,NA,3,Miscellaneous other violations,Other charge
I,12556PC,NA,NA,3,Miscellaneous other violations,Other charge
F,1320.5PC,FTA AFTER BAIL RELEASE ON FELONY,Miscellaneous Other Violations,3,Miscellaneous other violations,Other charge
F,1331.5PC,NA,NA,3,Miscellaneous other violations,Other charge
F,1332PC,MATERIAL WITNESS,Miscellaneous Other Violations,3,Miscellaneous other violations,Other charge
F,136.1(B)2PC,PREVENT/DISSUADE WITNESS VICTIM FROM PROS,Miscellaneous Other Violations,3,Miscellaneous other violations,Other charge
F,136.1PC,PREVENT/DISSUADE WIT/VICT,Miscellaneous Other Violations,3,Miscellaneous other violations,Other charge
M,148.1(C)PC,FALSE REPORT OF BOMB TO ANY PERSON,Miscellaneous Other Violations,3,Miscellaneous other violations,Other charge
M,16028(A)VC,FALSE PROOF:FINANCE RESP,NA,3,Miscellaneous other violations,Other charge
M,16420B&P,NA,NA,3,Miscellaneous other violations,Other charge
M,166PC,CRIMINAL CONTEMPT,Miscellaneous Other Violations,3,Miscellaneous other violations,Other charge
F,18 1951(A)U,NA,NA,3,Miscellaneous other violations,Other charge
F,210.5PC,TAKING OF HOSTAGES,Miscellaneous Other Violations,3,Miscellaneous other violations,Other charge
M,21628BP,DLR FAIL RPT PROP:PD/SO,NA,3,Miscellaneous other violations,Other charge
M,22974.5 B&P,NA,NA,3,Miscellaneous other violations,Other charge
F,23103(A)VC,NA,NA,3,Miscellaneous other violations,Other charge
M,23152(A)CVC,NA,NA,3,Miscellaneous other violations,Other charge
M,23247(D)VC,TAMPER/ETC WITH IGNITION INTERLOCK DEVICE,Miscellaneous Other Violations,3,Miscellaneous other violations,Other charge
F,236.1(B)PC,HUMAN TRAFFICKING - SEX/ETC,Miscellaneous Other Violations,3,Miscellaneous other violations,Other charge
F,237(A)PC,FALSE IMPRISON:VIOL/ETC,Miscellaneous Other Violations,3,Miscellaneous other violations,Other charge
M,248PCAIR,IMPAIR AIRCRAFT:LIGHT/ETC,Miscellaneous Other Violations,3,Miscellaneous other violations,Other charge
I,25220BEP,NA,NA,3,Miscellaneous other violations,Other charge
